movieId,title,genres
986,Fly Away Home (1996),Adventure
986,Fly Away Home (1996),Children
987,Bliss (1997),Drama
987,Bliss (1997),Romance
988,Grace of My Heart (1996),Comedy
988,Grace of My Heart (1996),Drama
990,Maximum Risk (1996),Action
990,Maximum Risk (1996),Adventure
990,Maximum Risk (1996),Thriller
991,Michael Collins (1996),Drama
992,"Rich Man's Wife, The (1996)",Thriller
994,Big Night (1996),Comedy
994,Big Night (1996),Drama
996,Last Man Standing (1996),Action
996,Last Man Standing (1996),Crime
996,Last Man Standing (1996),Drama
996,Last Man Standing (1996),Thriller
997,Caught (1996),Drama
997,Caught (1996),Thriller
998,Set It Off (1996),Action
998,Set It Off (1996),Crime
999,2 Days in the Valley (1996),Crime
999,2 Days in the Valley (1996),Film-Noir
1003,Extreme Measures (1996),Drama
1003,Extreme Measures (1996),Thriller
1004,"Glimmer Man, The (1996)",Action
1004,"Glimmer Man, The (1996)",Thriller
1005,D3: The Mighty Ducks (1996),Children
1005,D3: The Mighty Ducks (1996),Comedy
1006,"Chamber, The (1996)",Drama
1007,"Apple Dumpling Gang, The (1975)",Children
1007,"Apple Dumpling Gang, The (1975)",Comedy
1007,"Apple Dumpling Gang, The (1975)",Western
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western
1009,Escape to Witch Mountain (1975),Adventure
1009,Escape to Witch Mountain (1975),Children
1009,Escape to Witch Mountain (1975),Fantasy
1010,"Love Bug, The (1969)",Children
1010,"Love Bug, The (1969)",Comedy
1011,Herbie Rides Again (1974),Children
1011,Herbie Rides Again (1974),Comedy
1011,Herbie Rides Again (1974),Fantasy
1011,Herbie Rides Again (1974),Romance
1012,Old Yeller (1957),Children
1012,Old Yeller (1957),Drama
1013,"Parent Trap, The (1961)",Children
1013,"Parent Trap, The (1961)",Comedy
1013,"Parent Trap, The (1961)",Romance
1014,Pollyanna (1960),Children
1014,Pollyanna (1960),Comedy
1014,Pollyanna (1960),Drama
1015,Homeward Bound: The Incredible Journey (1993),Adventure
1015,Homeward Bound: The Incredible Journey (1993),Children
1015,Homeward Bound: The Incredible Journey (1993),Drama
1016,"Shaggy Dog, The (1959)",Children
1016,"Shaggy Dog, The (1959)",Comedy
1017,Swiss Family Robinson (1960),Adventure
1017,Swiss Family Robinson (1960),Children
1018,That Darn Cat! (1965),Children
1018,That Darn Cat! (1965),Comedy
1018,That Darn Cat! (1965),Mystery
1019,"20,000 Leagues Under the Sea (1954)",Adventure
1019,"20,000 Leagues Under the Sea (1954)",Drama
1019,"20,000 Leagues Under the Sea (1954)",Sci-Fi
1020,Cool Runnings (1993),Comedy
1021,Angels in the Outfield (1994),Children
1021,Angels in the Outfield (1994),Comedy
1022,Cinderella (1950),Animation
1022,Cinderella (1950),Children
1022,Cinderella (1950),Fantasy
1022,Cinderella (1950),Musical
1022,Cinderella (1950),Romance
1023,Winnie the Pooh and the Blustery Day (1968),Animation
1023,Winnie the Pooh and the Blustery Day (1968),Children
1023,Winnie the Pooh and the Blustery Day (1968),Musical
1024,"Three Caballeros, The (1945)",Animation
1024,"Three Caballeros, The (1945)",Children
1024,"Three Caballeros, The (1945)",Musical
1025,"Sword in the Stone, The (1963)",Animation
1025,"Sword in the Stone, The (1963)",Children
1025,"Sword in the Stone, The (1963)",Fantasy
1025,"Sword in the Stone, The (1963)",Musical
1026,So Dear to My Heart (1949),Children
1026,So Dear to My Heart (1949),Drama
1027,Robin Hood: Prince of Thieves (1991),Adventure
1027,Robin Hood: Prince of Thieves (1991),Drama
1028,Mary Poppins (1964),Children
1028,Mary Poppins (1964),Comedy
1028,Mary Poppins (1964),Fantasy
1028,Mary Poppins (1964),Musical
1029,Dumbo (1941),Animation
1029,Dumbo (1941),Children
1029,Dumbo (1941),Drama
1029,Dumbo (1941),Musical
1030,Pete's Dragon (1977),Adventure
1030,Pete's Dragon (1977),Animation
1030,Pete's Dragon (1977),Children
1030,Pete's Dragon (1977),Musical
1031,Bedknobs and Broomsticks (1971),Adventure
1031,Bedknobs and Broomsticks (1971),Children
1031,Bedknobs and Broomsticks (1971),Musical
1032,Alice in Wonderland (1951),Adventure
1032,Alice in Wonderland (1951),Animation
1032,Alice in Wonderland (1951),Children
1032,Alice in Wonderland (1951),Fantasy
1032,Alice in Wonderland (1951),Musical
1033,"Fox and the Hound, The (1981)",Animation
1033,"Fox and the Hound, The (1981)",Children
1033,"Fox and the Hound, The (1981)",Drama
1034,Freeway (1996),Comedy
1034,Freeway (1996),Crime
1034,Freeway (1996),Drama
1034,Freeway (1996),Thriller
1035,"Sound of Music, The (1965)",Musical
1035,"Sound of Music, The (1965)",Romance
1036,Die Hard (1988),Action
1036,Die Hard (1988),Crime
1036,Die Hard (1988),Thriller
1037,"Lawnmower Man, The (1992)",Action
1037,"Lawnmower Man, The (1992)",Horror
1037,"Lawnmower Man, The (1992)",Sci-Fi
1037,"Lawnmower Man, The (1992)",Thriller
1040,"Secret Agent, The (1996)",Drama
1041,Secrets & Lies (1996),Drama
1042,That Thing You Do! (1996),Comedy
1042,That Thing You Do! (1996),Drama
1043,To Gillian on Her 37th Birthday (1996),Drama
1043,To Gillian on Her 37th Birthday (1996),Romance
1044,Surviving Picasso (1996),Drama
1046,Beautiful Thing (1996),Drama
1046,Beautiful Thing (1996),Romance
1047,"Long Kiss Goodnight, The (1996)",Action
1047,"Long Kiss Goodnight, The (1996)",Drama
1047,"Long Kiss Goodnight, The (1996)",Thriller
1049,"Ghost and the Darkness, The (1996)",Action
1049,"Ghost and the Darkness, The (1996)",Adventure
1050,Looking for Richard (1996),Documentary
1050,Looking for Richard (1996),Drama
1051,Trees Lounge (1996),Drama
1053,Normal Life (1996),Crime
1053,Normal Life (1996),Drama
1053,Normal Life (1996),Romance
1054,Get on the Bus (1996),Drama
1055,Shadow Conspiracy (1997),Thriller
1056,Jude (1996),Drama
1057,Everyone Says I Love You (1996),Comedy
1057,Everyone Says I Love You (1996),Musical
1057,Everyone Says I Love You (1996),Romance
1059,William Shakespeare's Romeo + Juliet (1996),Drama
1059,William Shakespeare's Romeo + Juliet (1996),Romance
1060,Swingers (1996),Comedy
1060,Swingers (1996),Drama
1061,Sleepers (1996),Thriller
1063,Johns (1996),Drama
1064,Aladdin and the King of Thieves (1996),Animation
1064,Aladdin and the King of Thieves (1996),Children
1064,Aladdin and the King of Thieves (1996),Comedy
1064,Aladdin and the King of Thieves (1996),Fantasy
1064,Aladdin and the King of Thieves (1996),Musical
1064,Aladdin and the King of Thieves (1996),Romance
1066,Shall We Dance (1937),Comedy
1066,Shall We Dance (1937),Musical
1066,Shall We Dance (1937),Romance
1067,"Damsel in Distress, A (1937)",Comedy
1067,"Damsel in Distress, A (1937)",Musical
1067,"Damsel in Distress, A (1937)",Romance
1068,Crossfire (1947),Crime
1068,Crossfire (1947),Film-Noir
1069,"Murder, My Sweet (1944)",Crime
1069,"Murder, My Sweet (1944)",Film-Noir
1069,"Murder, My Sweet (1944)",Thriller
1073,Willy Wonka & the Chocolate Factory (1971),Children
1073,Willy Wonka & the Chocolate Factory (1971),Comedy
1073,Willy Wonka & the Chocolate Factory (1971),Fantasy
1073,Willy Wonka & the Chocolate Factory (1971),Musical
1076,"Innocents, The (1961)",Drama
1076,"Innocents, The (1961)",Horror
1076,"Innocents, The (1961)",Thriller
1077,Sleeper (1973),Comedy
1077,Sleeper (1973),Sci-Fi
1078,Bananas (1971),Comedy
1078,Bananas (1971),War
1079,"Fish Called Wanda, A (1988)",Comedy
1079,"Fish Called Wanda, A (1988)",Crime
1080,Monty Python's Life of Brian (1979),Comedy
1081,Victor/Victoria (1982),Comedy
1081,Victor/Victoria (1982),Musical
1081,Victor/Victoria (1982),Romance
1082,"Candidate, The (1972)",Drama
1083,"Great Race, The (1965)",Comedy
1083,"Great Race, The (1965)",Musical
1084,Bonnie and Clyde (1967),Crime
1084,Bonnie and Clyde (1967),Drama
1085,"Old Man and the Sea, The (1958)",Adventure
1085,"Old Man and the Sea, The (1958)",Drama
1086,Dial M for Murder (1954),Crime
1086,Dial M for Murder (1954),Mystery
1086,Dial M for Murder (1954),Thriller
1087,Madame Butterfly (1995),Musical
1088,Dirty Dancing (1987),Drama
1088,Dirty Dancing (1987),Musical
1088,Dirty Dancing (1987),Romance
1089,Reservoir Dogs (1992),Crime
1089,Reservoir Dogs (1992),Mystery
1089,Reservoir Dogs (1992),Thriller
1090,Platoon (1986),Drama
1090,Platoon (1986),War
1091,Weekend at Bernie's (1989),Comedy
1092,Basic Instinct (1992),Crime
1092,Basic Instinct (1992),Mystery
1092,Basic Instinct (1992),Thriller
1093,"Doors, The (1991)",Drama
1094,"Crying Game, The (1992)",Drama
1094,"Crying Game, The (1992)",Romance
1094,"Crying Game, The (1992)",Thriller
1095,Glengarry Glen Ross (1992),Drama
1096,Sophie's Choice (1982),Drama
1097,E.T. the Extra-Terrestrial (1982),Children
1097,E.T. the Extra-Terrestrial (1982),Drama
1097,E.T. the Extra-Terrestrial (1982),Sci-Fi
1099,"Christmas Carol, A (1938)",Children
1099,"Christmas Carol, A (1938)",Drama
1099,"Christmas Carol, A (1938)",Fantasy
1100,Days of Thunder (1990),Action
1100,Days of Thunder (1990),Drama
1100,Days of Thunder (1990),Romance
1101,Top Gun (1986),Action
1101,Top Gun (1986),Romance
1103,Rebel Without a Cause (1955),Drama
1104,"Streetcar Named Desire, A (1951)",Drama
1105,Children of the Corn IV: The Gathering (1996),Horror
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1112,Palookaville (1996),Action
1112,Palookaville (1996),Comedy
1112,Palookaville (1996),Drama
1113,"Associate, The (1996)",Comedy
1114,"Funeral, The (1996)",Crime
1114,"Funeral, The (1996)",Drama
1120,"People vs. Larry Flynt, The (1996)",Comedy
1120,"People vs. Larry Flynt, The (1996)",Drama
1123,"Perfect Candidate, A (1996)",Documentary
1124,On Golden Pond (1981),Drama
1125,"Return of the Pink Panther, The (1975)",Comedy
1125,"Return of the Pink Panther, The (1975)",Crime
1126,Drop Dead Fred (1991),Comedy
1126,Drop Dead Fred (1991),Fantasy
1127,"Abyss, The (1989)",Action
1127,"Abyss, The (1989)",Adventure
1127,"Abyss, The (1989)",Sci-Fi
1127,"Abyss, The (1989)",Thriller
1128,"Fog, The (1980)",Horror
1129,Escape from New York (1981),Action
1129,Escape from New York (1981),Adventure
1129,Escape from New York (1981),Sci-Fi
1129,Escape from New York (1981),Thriller
1130,"Howling, The (1980)",Horror
1130,"Howling, The (1980)",Mystery
1131,Jean de Florette (1986),Drama
1131,Jean de Florette (1986),Mystery
1132,Manon of the Spring (Manon des sources) (1986),Drama
1133,Talking About Sex (1994),Comedy
1133,Talking About Sex (1994),Drama
1135,Private Benjamin (1980),Comedy
1136,Monty Python and the Holy Grail (1975),Adventure
1136,Monty Python and the Holy Grail (1975),Comedy
1136,Monty Python and the Holy Grail (1975),Fantasy
1137,Hustler White (1996),Romance
1145,Snowriders (1996),Documentary
1147,When We Were Kings (1996),Documentary
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation
1148,Wallace & Gromit: The Wrong Trousers (1993),Children
1148,Wallace & Gromit: The Wrong Trousers (1993),Comedy
1148,Wallace & Gromit: The Wrong Trousers (1993),Crime
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1151,Lesson Faust (1994),Animation
1151,Lesson Faust (1994),Comedy
1151,Lesson Faust (1994),Drama
1151,Lesson Faust (1994),Fantasy
1152,He Walked by Night (1948),Crime
1152,He Walked by Night (1948),Film-Noir
1152,He Walked by Night (1948),Thriller
1153,Raw Deal (1948),Film-Noir
1154,T-Men (1947),Film-Noir
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",War
1162,"Ruling Class, The (1972)",Comedy
1162,"Ruling Class, The (1972)",Drama
1163,Mina Tannenbaum (1994),Drama
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama
1165,"Bloody Child, The (1996)",Drama
1165,"Bloody Child, The (1996)",Thriller
1167,Dear God (1996),Comedy
1168,Bad Moon (1996),Action
1168,Bad Moon (1996),Adventure
1168,Bad Moon (1996),Horror
1169,American Dream (1990),Documentary
1171,Bob Roberts (1992),Comedy
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
1174,Dead Tired (Grosse Fatigue) (1994),Comedy
1175,Delicatessen (1991),Comedy
1175,Delicatessen (1991),Drama
1175,Delicatessen (1991),Romance
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Fantasy
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Romance
1177,Enchanted April (1992),Drama
1177,Enchanted April (1992),Romance
1178,Paths of Glory (1957),Drama
1178,Paths of Glory (1957),War
1179,"Grifters, The (1990)",Crime
1179,"Grifters, The (1990)",Drama
1179,"Grifters, The (1990)",Film-Noir
1180,Hear My Song (1991),Comedy
1181,"Shooter, The (1997)",Western
1183,"English Patient, The (1996)",Drama
1183,"English Patient, The (1996)",Romance
1183,"English Patient, The (1996)",War
1184,Mediterraneo (1991),Comedy
1184,Mediterraneo (1991),Drama
1185,My Left Foot (1989),Drama
1186,"Sex, Lies, and Videotape (1989)",Drama
1187,Passion Fish (1992),Drama
1188,Strictly Ballroom (1992),Comedy
1188,Strictly Ballroom (1992),Romance
1189,"Thin Blue Line, The (1988)",Documentary
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Drama
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Romance
1191,Madonna: Truth or Dare (1991),Documentary
1191,Madonna: Truth or Dare (1991),Musical
1192,Paris Is Burning (1990),Documentary
1193,One Flew Over the Cuckoo's Nest (1975),Drama
1194,Cheech and Chong's Up in Smoke (1978),Comedy
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Adventure
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Sci-Fi
1197,"Princess Bride, The (1987)",Action
1197,"Princess Bride, The (1987)",Adventure
1197,"Princess Bride, The (1987)",Comedy
1197,"Princess Bride, The (1987)",Fantasy
1197,"Princess Bride, The (1987)",Romance
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Adventure
1199,Brazil (1985),Fantasy
1199,Brazil (1985),Sci-Fi
1200,Aliens (1986),Action
1200,Aliens (1986),Adventure
1200,Aliens (1986),Horror
1200,Aliens (1986),Sci-Fi
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Adventure
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Western
1202,Withnail & I (1987),Comedy
1203,12 Angry Men (1957),Drama
1204,Lawrence of Arabia (1962),Adventure
1204,Lawrence of Arabia (1962),Drama
1204,Lawrence of Arabia (1962),War
1206,"Clockwork Orange, A (1971)",Crime
1206,"Clockwork Orange, A (1971)",Drama
1206,"Clockwork Orange, A (1971)",Sci-Fi
1206,"Clockwork Orange, A (1971)",Thriller
1207,To Kill a Mockingbird (1962),Drama
1208,Apocalypse Now (1979),Action
1208,Apocalypse Now (1979),Drama
1208,Apocalypse Now (1979),War
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Drama
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Western
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action
1210,Star Wars: Episode VI - Return of the Jedi (1983),Adventure
1210,Star Wars: Episode VI - Return of the Jedi (1983),Sci-Fi
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Fantasy
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Romance
1212,"Third Man, The (1949)",Film-Noir
1212,"Third Man, The (1949)",Mystery
1212,"Third Man, The (1949)",Thriller
1213,Goodfellas (1990),Crime
1213,Goodfellas (1990),Drama
1214,Alien (1979),Horror
1214,Alien (1979),Sci-Fi
1215,Army of Darkness (1993),Action
1215,Army of Darkness (1993),Adventure
1215,Army of Darkness (1993),Comedy
1215,Army of Darkness (1993),Fantasy
1215,Army of Darkness (1993),Horror
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure
1216,"Big Blue, The (Grand bleu, Le) (1988)",Drama
1216,"Big Blue, The (Grand bleu, Le) (1988)",Romance
1217,Ran (1985),Drama
1217,Ran (1985),War
1218,"Killer, The (Die xue shuang xiong) (1989)",Action
1218,"Killer, The (Die xue shuang xiong) (1989)",Crime
1218,"Killer, The (Die xue shuang xiong) (1989)",Drama
1218,"Killer, The (Die xue shuang xiong) (1989)",Thriller
1219,Psycho (1960),Crime
1219,Psycho (1960),Horror
1220,"Blues Brothers, The (1980)",Action
1220,"Blues Brothers, The (1980)",Comedy
1220,"Blues Brothers, The (1980)",Musical
1221,"Godfather: Part II, The (1974)",Crime
1221,"Godfather: Part II, The (1974)",Drama
1222,Full Metal Jacket (1987),Drama
1222,Full Metal Jacket (1987),War
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Animation
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Children
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Comedy
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Sci-Fi
1224,Henry V (1989),Action
1224,Henry V (1989),Drama
1224,Henry V (1989),Romance
1224,Henry V (1989),War
1225,Amadeus (1984),Drama
1226,"Quiet Man, The (1952)",Drama
1226,"Quiet Man, The (1952)",Romance
1227,Once Upon a Time in America (1984),Crime
1227,Once Upon a Time in America (1984),Drama
1228,Raging Bull (1980),Drama
1230,Annie Hall (1977),Comedy
1230,Annie Hall (1977),Romance
1231,"Right Stuff, The (1983)",Drama
1232,Stalker (1979),Drama
1232,Stalker (1979),Mystery
1232,Stalker (1979),Sci-Fi
1233,"Boot, Das (Boat, The) (1981)",Action
1233,"Boot, Das (Boat, The) (1981)",Drama
1233,"Boot, Das (Boat, The) (1981)",War
1234,"Sting, The (1973)",Comedy
1234,"Sting, The (1973)",Crime
1235,Harold and Maude (1971),Comedy
1235,Harold and Maude (1971),Drama
1235,Harold and Maude (1971),Romance
1236,Trust (1990),Comedy
1236,Trust (1990),Drama
1236,Trust (1990),Romance
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1238,Local Hero (1983),Comedy
1240,"Terminator, The (1984)",Action
1240,"Terminator, The (1984)",Sci-Fi
1240,"Terminator, The (1984)",Thriller
1241,Dead Alive (Braindead) (1992),Comedy
1241,Dead Alive (Braindead) (1992),Fantasy
1241,Dead Alive (Braindead) (1992),Horror
1242,Glory (1989),Drama
1242,Glory (1989),War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy
1243,Rosencrantz and Guildenstern Are Dead (1990),Drama
1244,Manhattan (1979),Comedy
1244,Manhattan (1979),Drama
1244,Manhattan (1979),Romance
1245,Miller's Crossing (1990),Crime
1245,Miller's Crossing (1990),Drama
1245,Miller's Crossing (1990),Film-Noir
1245,Miller's Crossing (1990),Thriller
1246,Dead Poets Society (1989),Drama
1247,"Graduate, The (1967)",Comedy
1247,"Graduate, The (1967)",Drama
1247,"Graduate, The (1967)",Romance
1248,Touch of Evil (1958),Crime
1248,Touch of Evil (1958),Film-Noir
1248,Touch of Evil (1958),Thriller
1249,"Femme Nikita, La (Nikita) (1990)",Action
1249,"Femme Nikita, La (Nikita) (1990)",Crime
1249,"Femme Nikita, La (Nikita) (1990)",Romance
1249,"Femme Nikita, La (Nikita) (1990)",Thriller
1250,"Bridge on the River Kwai, The (1957)",Adventure
1250,"Bridge on the River Kwai, The (1957)",Drama
1250,"Bridge on the River Kwai, The (1957)",War
1251,8 1/2 (8½) (1963),Drama
1251,8 1/2 (8½) (1963),Fantasy
1252,Chinatown (1974),Crime
1252,Chinatown (1974),Film-Noir
1252,Chinatown (1974),Mystery
1252,Chinatown (1974),Thriller
1253,"Day the Earth Stood Still, The (1951)",Drama
1253,"Day the Earth Stood Still, The (1951)",Sci-Fi
1253,"Day the Earth Stood Still, The (1951)",Thriller
1254,"Treasure of the Sierra Madre, The (1948)",Action
1254,"Treasure of the Sierra Madre, The (1948)",Adventure
1254,"Treasure of the Sierra Madre, The (1948)",Drama
1254,"Treasure of the Sierra Madre, The (1948)",Western
1255,Bad Taste (1987),Comedy
1255,Bad Taste (1987),Horror
1255,Bad Taste (1987),Sci-Fi
1256,Duck Soup (1933),Comedy
1256,Duck Soup (1933),Musical
1256,Duck Soup (1933),War
1257,Better Off Dead... (1985),Comedy
1257,Better Off Dead... (1985),Romance
1258,"Shining, The (1980)",Horror
1259,Stand by Me (1986),Adventure
1259,Stand by Me (1986),Drama
1260,M (1931),Crime
1260,M (1931),Film-Noir
1260,M (1931),Thriller
1261,Evil Dead II (Dead by Dawn) (1987),Action
1261,Evil Dead II (Dead by Dawn) (1987),Comedy
1261,Evil Dead II (Dead by Dawn) (1987),Fantasy
1261,Evil Dead II (Dead by Dawn) (1987),Horror
1262,"Great Escape, The (1963)",Action
1262,"Great Escape, The (1963)",Adventure
1262,"Great Escape, The (1963)",Drama
1262,"Great Escape, The (1963)",War
1263,"Deer Hunter, The (1978)",Drama
1263,"Deer Hunter, The (1978)",War
1264,Diva (1981),Action
1264,Diva (1981),Drama
1264,Diva (1981),Mystery
1264,Diva (1981),Romance
1264,Diva (1981),Thriller
1265,Groundhog Day (1993),Comedy
1265,Groundhog Day (1993),Fantasy
1265,Groundhog Day (1993),Romance
1266,Unforgiven (1992),Drama
1266,Unforgiven (1992),Western
1267,"Manchurian Candidate, The (1962)",Crime
1267,"Manchurian Candidate, The (1962)",Thriller
1267,"Manchurian Candidate, The (1962)",War
1268,Pump Up the Volume (1990),Comedy
1268,Pump Up the Volume (1990),Drama
1269,Arsenic and Old Lace (1944),Comedy
1269,Arsenic and Old Lace (1944),Mystery
1269,Arsenic and Old Lace (1944),Thriller
1270,Back to the Future (1985),Adventure
1270,Back to the Future (1985),Comedy
1270,Back to the Future (1985),Sci-Fi
1271,Fried Green Tomatoes (1991),Comedy
1271,Fried Green Tomatoes (1991),Crime
1271,Fried Green Tomatoes (1991),Drama
1272,Patton (1970),Drama
1272,Patton (1970),War
1273,Down by Law (1986),Comedy
1273,Down by Law (1986),Drama
1273,Down by Law (1986),Film-Noir
1274,Akira (1988),Action
1274,Akira (1988),Adventure
1274,Akira (1988),Animation
1274,Akira (1988),Sci-Fi
1275,Highlander (1986),Action
1275,Highlander (1986),Adventure
1275,Highlander (1986),Fantasy
1276,Cool Hand Luke (1967),Drama
1277,Cyrano de Bergerac (1990),Comedy
1277,Cyrano de Bergerac (1990),Drama
1277,Cyrano de Bergerac (1990),Romance
1278,Young Frankenstein (1974),Comedy
1278,Young Frankenstein (1974),Fantasy
1279,Night on Earth (1991),Comedy
1279,Night on Earth (1991),Drama
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
1281,"Great Dictator, The (1940)",Comedy
1281,"Great Dictator, The (1940)",Drama
1281,"Great Dictator, The (1940)",War
1282,Fantasia (1940),Animation
1282,Fantasia (1940),Children
1282,Fantasia (1940),Fantasy
1282,Fantasia (1940),Musical
1283,High Noon (1952),Drama
1283,High Noon (1952),Western
1284,"Big Sleep, The (1946)",Crime
1284,"Big Sleep, The (1946)",Film-Noir
1284,"Big Sleep, The (1946)",Mystery
1285,Heathers (1989),Comedy
1286,Somewhere in Time (1980),Drama
1286,Somewhere in Time (1980),Romance
1287,Ben-Hur (1959),Action
1287,Ben-Hur (1959),Adventure
1287,Ben-Hur (1959),Drama
1288,This Is Spinal Tap (1984),Comedy
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
1290,Some Kind of Wonderful (1987),Drama
1290,Some Kind of Wonderful (1987),Romance
1291,Indiana Jones and the Last Crusade (1989),Action
1291,Indiana Jones and the Last Crusade (1989),Adventure
1292,Being There (1979),Comedy
1292,Being There (1979),Drama
1293,Gandhi (1982),Drama
1295,"Unbearable Lightness of Being, The (1988)",Drama
1296,"Room with a View, A (1986)",Drama
1296,"Room with a View, A (1986)",Romance
1297,Real Genius (1985),Comedy
1298,Pink Floyd: The Wall (1982),Drama
1298,Pink Floyd: The Wall (1982),Musical
1299,"Killing Fields, The (1984)",Drama
1299,"Killing Fields, The (1984)",War
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy
1300,My Life as a Dog (Mitt liv som hund) (1985),Drama
1301,Forbidden Planet (1956),Drama
1301,Forbidden Planet (1956),Sci-Fi
1302,Field of Dreams (1989),Children
1302,Field of Dreams (1989),Drama
1302,Field of Dreams (1989),Fantasy
1303,"Man Who Would Be King, The (1975)",Adventure
1303,"Man Who Would Be King, The (1975)",Drama
1304,Butch Cassidy and the Sundance Kid (1969),Action
1304,Butch Cassidy and the Sundance Kid (1969),Western
1305,"Paris, Texas (1984)",Drama
1305,"Paris, Texas (1984)",Romance
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Sci-Fi
1307,When Harry Met Sally... (1989),Comedy
1307,When Harry Met Sally... (1989),Romance
1310,Hype! (1996),Documentary
1311,Santa with Muscles (1996),Comedy
1312,Female Perversions (1996),Drama
1317,I'm Not Rappaport (1996),Comedy
1320,Alien³ (a.k.a. Alien 3) (1992),Action
1320,Alien³ (a.k.a. Alien 3) (1992),Horror
1320,Alien³ (a.k.a. Alien 3) (1992),Sci-Fi
1320,Alien³ (a.k.a. Alien 3) (1992),Thriller
1321,"American Werewolf in London, An (1981)",Comedy
1321,"American Werewolf in London, An (1981)",Horror
1321,"American Werewolf in London, An (1981)",Thriller
1322,Amityville 1992: It's About Time (1992),Horror
1323,Amityville 3-D (1983),Horror
1324,Amityville: Dollhouse (1996),Horror
1325,Amityville: A New Generation (1993),Horror
1326,Amityville II: The Possession (1982),Horror
1327,"Amityville Horror, The (1979)",Drama
1327,"Amityville Horror, The (1979)",Horror
1327,"Amityville Horror, The (1979)",Mystery
1327,"Amityville Horror, The (1979)",Thriller
1328,"Amityville Curse, The (1990)",Horror
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror
1330,April Fool's Day (1986),Horror
1331,Audrey Rose (1977),Horror
1332,"Believers, The (1987)",Horror
1332,"Believers, The (1987)",Thriller
1333,"Birds, The (1963)",Horror
1333,"Birds, The (1963)",Thriller
1334,"Blob, The (1958)",Horror
1334,"Blob, The (1958)",Sci-Fi
1335,Blood Beach (1981),Horror
1335,Blood Beach (1981),Mystery
1336,Body Parts (1991),Horror
1336,Body Parts (1991),Thriller
1337,"Body Snatcher, The (1945)",Drama
1337,"Body Snatcher, The (1945)",Horror
1337,"Body Snatcher, The (1945)",Thriller
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy
1339,Dracula (Bram Stoker's Dracula) (1992),Horror
1339,Dracula (Bram Stoker's Dracula) (1992),Romance
1339,Dracula (Bram Stoker's Dracula) (1992),Thriller
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama
